id,learning_rate,seed,train_acc,dev_acc,test_acc
0,0.08,42,0.8107438016528926,0.6582278481012658,0.5653153153153153
1,0.07,42,0.8008264462809918,0.6550632911392406,0.5585585585585585
2,0.06,42,0.7504132231404959,0.6487341772151899,0.5540540540540541
3,0.05,42,0.7214876033057851,0.6708860759493671,0.5225225225225225
