id,learning_rate,seed,train_acc,dev_acc,test_acc
0,0.09,42,0.6884297520661157,0.5,0.49774774774774777
1,0.08,42,0.7045454545454546,0.5,0.5765765765765766
2,0.07,42,0.6925619834710743,0.49841772151898733,0.5518018018018018
3,0.06,42,0.7673553719008265,0.5,0.5698198198198198
4,0.05,42,0.7760330578512397,0.49841772151898733,0.5608108108108109
5,0.04,42,0.7764462809917355,0.5015822784810127,0.5225225225225225
6,0.03,42,0.8338842975206612,0.49841772151898733,0.5765765765765766
